id	nombre	pais  	Departamento	municipio	latitud	longitud	fecha_inicial	localidad
923077	Steindachnerina_planiventris	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV ARCADIA, R. AGUARICO"
923078	Curimatopsis_macrolepis	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923082	Moenkhausia_dichroura	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923084	Hemigrammus_ocellifer	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923086	Moenkhausia_dichroura	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923087	Prochilodus_nigricans	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923088	Knodus_septentrionalis	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923089	Knodus_septentrionalis	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO"
923090	Phenacogaster_pectinatus	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923091	Potamorhina_altamazonica	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923092	Aphyocharax_alburnus	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923094	Moenkhausia_collettii	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923095	Hemigrammus_microstomus	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923096	Hyphessobrycon_copelandi	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923098	Hyphessobrycon_eques	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923099	Cyphocharax_spiluropsis	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923100	Aphyocharax_alburnus	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923101	Psectrogaster_amazonica	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923102	Ctenobrycon_hauxwellianus	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923103	Steindachnerina_hypostoma	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923104	Moenkhausia_collettii	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923105	Squaliforma_emarginata	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923106	Steindachnerina_hypostoma	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923107	Aphyocharax_alburnus	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923108	Hyphessobrycon_loretoensis	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923109	Odontostilbe_fugitiva	PE	NA	NA	-0.8036111	-75.24	NA	"PERU: LORETO, MAYNAS, PV CASTANA, RIO AGUARICO MI., QBDA.CASTANA NEGRA."
923110	Pimelodella_hasemani	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923111	Squaliforma_emarginata	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923112	Odontostilbe_fugitiva	PE	NA	NA	-0.98944443	-75.309166	NA	"LO, MAYNAS, PV ARCADIA, R. NAPO, COCHA DE CONCHAS"
923113	Odontostilbe_fugitiva	PE	NA	NA	-0.8061111	-75.24	NA	"LO, MAYNAS, PV CASTANA, R. AGUARICO"
923119	Hyphessobrycon_eques	PE	Loreto Region	NA	-0.8036111	-75.24	NA	"Peru: Loreto, Maynas, Pv Castana, Rio Aguarico mi., Qbda. Castana Negra."
923120	Phenacogaster_pectinatus	PE	Loreto Region	NA	-0.8036111	-75.24	NA	"Peru: Loreto, Maynas, Pv Castana, Rio Aguarico mi., Qbda. Castana Negra."
923122	Cyphocharax_spiluropsis	PE	NA	NA	-0.98944443	-75.309166	NA	"Lo, Maynas, Pv Arcadia, R. Napo, Cocha De Conchas"
923123	Hemigrammus_ocellifer	PE	Loreto Region	NA	-0.8036111	-75.24	NA	"Peru: Loreto, Maynas, Pv Castana, Rio Aguarico mi., Qbda. Castana Negra."
923124	Odontostilbe_fugitiva	PE	NA	NA	-0.8061111	-75.24	NA	"Lo, Maynas, Pv Castana, R. Aguarico"
923125	NA_NA	PE	Loreto Region	NA	-0.8036111	-75.24	NA	"Peru: Loreto, Maynas, Pv Castana, Rio Aguarico mi., Qbda. Castana Negra."
923127	Schultzichthys_bondi	PE	NA	NA	-0.98944443	-75.309166	NA	"Lo, Maynas, Pv Arcadia, R. Napo"
923128	Moenkhausia_dichroura	PE	NA	NA	-0.8061111	-75.24	NA	"Lo, Maynas, Pv Castana, R. Aguarico"
923129	Knodus_septentrionalis	PE	NA	NA	-0.8061111	-75.24	NA	"Lo, Maynas, Pv Castana, R. Aguarico"
923130	Curimatopsis_macrolepis	PE	NA	NA	-0.98944443	-75.309166	NA	"Lo, Maynas, Pv Arcadia, R. Napo, Cocha De Conchas"
923132	Potamorhina_altamazonica	PE	NA	NA	-0.98944443	-75.309166	NA	"Lo, Maynas, Pv Arcadia, R. Napo, Cocha De Conchas"
923133	Hyphessobrycon_copelandi	PE	NA	NA	-0.98944443	-75.309166	NA	"Lo, Maynas, Pv Arcadia, R. Napo, Cocha De Conchas"
923135	Moenkhausia_collettii	PE	Loreto Region	NA	-0.8036111	-75.24	NA	"Peru: Loreto, Maynas, Pv Castana, Rio Aguarico mi., Qbda. Castana Negra."
70905	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70906	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70907	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70908	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70909	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70910	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70911	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70912	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70913	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70914	NA_NA	PA	Kuna Yala	NA	8.8167	-77.6833	NA	"Turdi River, Kuna Yala Comarca, Panama"
70915	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70916	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70917	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70918	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70919	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70920	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70921	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70922	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70923	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70924	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70925	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70926	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70927	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70928	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70929	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70930	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70931	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70932	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70933	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70934	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70935	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70936	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70937	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70938	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70939	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70940	NA_NA	PA	Darién	NA	8.1333	-77.7167	NA	"along road in vic. of El Real de Santa Maria, Prov. de Darien, Panama"
70941	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70942	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70943	NA_NA	PA	Darién	NA	8.1333	-77.7167	NA	"along road in vic. of El Real de Santa Maria, Prov. de Darien, Panama"
70944	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70945	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70946	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70947	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70948	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 80m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70949	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Darién Prov., Panama"
70950	NA_NA	PA	Darién	NA	8.9	-77.8833	NA	"Mortí River, hydroelectric station, Darién Prov., Panama"
70951	NA_NA	PA	Darién	NA	8.0256	-77.7556	NA	"Darién National Park, 90m, Pirre (Rancho Frío) Station, Pirre Mt., Darién Prov., Panama"
70952	NA_NA	PA	NA	NA	8	-78	NA	"Panama, Pearl Islands"
70953	NA_NA	PA	Darién	NA	8	-77.45	NA	Trail from Río Pucuro to Quebrada Maskia
70954	NA_NA	PA	Darién	NA	8.17	-77.3	NA	Cerro Tacarcuna massif between summit camp on westernmost ridge and Pico Tacarcuna.
